learner_id,learner_type,attempt,score,proficiency,confidence
22,Improving,1,49.0538,49.0538,0.2
22,Improving,2,54.0117,53.0201,0.4
22,Improving,3,56.5465,55.371,0.6
22,Improving,4,63.7086,60.1353,0.8
22,Improving,5,57.7598,58.9475,1.0
22,Improving,6,54.4578,56.9521,1.0
22,Improving,7,69.5466,62.5497,1.0
22,Improving,8,64.9215,63.6038,1.0
22,Improving,9,74.5203,68.4556,1.0
22,Improving,10,73.2327,70.5787,1.0
22,Improving,11,73.0285,71.6675,1.0
22,Improving,12,77.7965,74.3915,1.0
22,Improving,13,88.1761,80.518,1.0
22,Improving,14,91.1744,85.2542,1.0
22,Improving,15,83.5048,84.4767,1.0
22,Improving,16,86.3273,85.2992,1.0
22,Improving,17,93.2759,88.8444,1.0
22,Improving,18,86.0349,87.5957,1.0
22,Improving,19,94.2969,90.574,1.0
22,Improving,20,94.8707,92.4837,1.0
23,Improving,1,51.5695,51.5695,0.2
23,Improving,2,48.2016,48.8752,0.4
23,Improving,3,46.789,47.4844,0.6
23,Improving,4,46.7403,47.0592,0.8
23,Improving,5,53.8868,50.473,1.0
23,Improving,6,59.5487,54.5067,1.0
23,Improving,7,62.7446,58.1679,1.0
23,Improving,8,76.2651,66.2111,1.0
23,Improving,9,74.4773,69.885,1.0
23,Improving,10,66.5053,68.3829,1.0
23,Improving,11,75.4228,71.5117,1.0
23,Improving,12,74.0172,72.6253,1.0
23,Improving,13,76.9992,74.5693,1.0
23,Improving,14,81.7161,77.7456,1.0
23,Improving,15,86.2538,81.527,1.0
23,Improving,16,83.83,82.5506,1.0
23,Improving,17,93.214,87.2899,1.0
23,Improving,18,84.5535,86.0737,1.0
23,Improving,19,92.6633,89.0024,1.0
23,Improving,20,100.0,93.8902,1.0
24,Improving,1,51.1154,51.1154,0.2
24,Improving,2,59.5345,57.8507,0.4
24,Improving,3,55.1944,56.0799,0.6
24,Improving,4,60.0091,58.3252,0.8
24,Improving,5,59.1898,58.7575,1.0
24,Improving,6,60.9901,59.7497,1.0
24,Improving,7,60.3131,60.0001,1.0
24,Improving,8,68.7305,63.8803,1.0
24,Improving,9,64.6897,64.24,1.0
24,Improving,10,74.6437,68.8639,1.0
24,Improving,11,79.1106,73.418,1.0
24,Improving,12,77.8853,75.4035,1.0
24,Improving,13,76.9898,76.1085,1.0
24,Improving,14,83.0593,79.1977,1.0
24,Improving,15,81.6145,80.2719,1.0
24,Improving,16,90.2041,84.6862,1.0
24,Improving,17,78.7377,82.0424,1.0
24,Improving,18,88.5851,84.9503,1.0
24,Improving,19,82.6775,83.9402,1.0
24,Improving,20,87.5247,85.5333,1.0
25,Improving,1,56.8193,56.8193,0.2
25,Improving,2,56.8443,56.8393,0.4
25,Improving,3,51.1394,53.0394,0.6
25,Improving,4,49.5927,51.0699,0.8
25,Improving,5,44.651,47.8605,1.0
25,Improving,6,59.1246,52.8668,1.0
25,Improving,7,76.3126,63.2871,1.0
25,Improving,8,68.7534,65.7166,1.0
25,Improving,9,66.1495,65.909,1.0
25,Improving,10,73.6412,69.3455,1.0
25,Improving,11,65.8794,67.805,1.0
25,Improving,12,74.566,70.8099,1.0
25,Improving,13,78.9184,74.4137,1.0
25,Improving,14,80.359,77.056,1.0
25,Improving,15,87.1119,81.5253,1.0
25,Improving,16,87.2495,84.0694,1.0
25,Improving,17,91.2364,87.2547,1.0
25,Improving,18,86.8213,87.0621,1.0
25,Improving,19,97.1207,91.5326,1.0
25,Improving,20,100.0,95.2959,1.0
26,Improving,1,45.1493,45.1493,0.2
26,Improving,2,47.9299,47.3738,0.4
26,Improving,3,61.4158,56.7351,0.6
26,Improving,4,56.1485,56.3999,0.8
26,Improving,5,66.4928,61.4464,1.0
26,Improving,6,59.6294,60.6388,1.0
26,Improving,7,71.4858,65.4597,1.0
26,Improving,8,67.2364,66.2493,1.0
26,Improving,9,70.2385,68.0223,1.0
26,Improving,10,79.1394,72.9632,1.0
26,Improving,11,71.8754,72.4797,1.0
26,Improving,12,71.347,71.9763,1.0
26,Improving,13,76.1782,73.8438,1.0
26,Improving,14,83.0511,77.936,1.0
26,Improving,15,75.3291,76.7774,1.0
26,Improving,16,88.7137,82.0824,1.0
26,Improving,17,85.2009,83.4684,1.0
26,Improving,18,96.0022,89.039,1.0
26,Improving,19,80.6603,85.3151,1.0
26,Improving,20,91.0672,87.8716,1.0
27,Improving,1,41.5677,41.5677,0.2
27,Improving,2,48.2373,46.9034,0.4
27,Improving,3,55.9752,52.9512,0.6
27,Improving,4,56.2091,54.8129,0.8
27,Improving,5,58.2068,56.5098,1.0
27,Improving,6,61.0462,58.526,1.0
27,Improving,7,65.2275,61.5044,1.0
27,Improving,8,61.5363,61.5186,1.0
27,Improving,9,72.4816,66.391,1.0
27,Improving,10,74.6291,70.0524,1.0
27,Improving,11,75.6094,72.5222,1.0
27,Improving,12,78.8353,75.328,1.0
27,Improving,13,79.9031,77.3614,1.0
27,Improving,14,90.9648,83.4074,1.0
27,Improving,15,82.7224,83.103,1.0
27,Improving,16,83.9909,83.4976,1.0
27,Improving,17,84.1271,83.7774,1.0
27,Improving,18,85.1018,84.366,1.0
27,Improving,19,86.4092,85.2741,1.0
27,Improving,20,90.556,87.6216,1.0
28,Improving,1,49.6466,49.6466,0.2
28,Improving,2,54.0399,53.1612,0.4
28,Improving,3,54.9926,54.3821,0.6
28,Improving,4,53.2776,53.751,0.8
28,Improving,5,63.9746,58.8628,1.0
28,Improving,6,65.5392,61.8301,1.0
28,Improving,7,63.4123,62.5333,1.0
28,Improving,8,63.3144,62.8804,1.0
28,Improving,9,71.6895,66.7956,1.0
28,Improving,10,72.2557,69.2223,1.0
28,Improving,11,66.4436,67.9873,1.0
28,Improving,12,75.7127,71.4208,1.0
28,Improving,13,79.7312,75.1143,1.0
28,Improving,14,76.291,75.6373,1.0
28,Improving,15,84.1071,79.4017,1.0
28,Improving,16,78.2522,78.8908,1.0
28,Improving,17,94.5757,85.8618,1.0
28,Improving,18,96.5029,90.5912,1.0
28,Improving,19,91.369,90.9369,1.0
28,Improving,20,96.8173,93.5504,1.0
29,Improving,1,37.9504,37.9504,0.2
29,Improving,2,46.5867,44.8594,0.4
29,Improving,3,53.2679,50.4651,0.6
29,Improving,4,51.7446,51.1962,0.8
29,Improving,5,63.0457,57.121,1.0
29,Improving,6,71.8286,63.6577,1.0
29,Improving,7,58.3275,61.2887,1.0
29,Improving,8,62.3916,61.7789,1.0
29,Improving,9,70.1246,65.4881,1.0
29,Improving,10,79.3714,71.6584,1.0
29,Improving,11,67.5723,69.8424,1.0
29,Improving,12,77.2978,73.1559,1.0
29,Improving,13,87.5275,79.5433,1.0
29,Improving,14,72.5307,76.4266,1.0
29,Improving,15,76.7525,76.5715,1.0
29,Improving,16,83.4083,79.61,1.0
29,Improving,17,85.2918,82.1353,1.0
29,Improving,18,94.3262,87.5534,1.0
29,Improving,19,93.8399,90.3474,1.0
29,Improving,20,86.1252,88.4709,1.0
30,Improving,1,52.5771,52.5771,0.2
30,Improving,2,49.4807,50.1,0.4
30,Improving,3,61.1091,57.4394,0.6
30,Improving,4,53.9673,55.4553,0.8
30,Improving,5,56.2906,55.873,1.0
30,Improving,6,64.5478,59.7284,1.0
30,Improving,7,68.0252,63.4159,1.0
30,Improving,8,68.8194,65.8175,1.0
30,Improving,9,60.5194,63.4628,1.0
30,Improving,10,74.006,68.1486,1.0
30,Improving,11,68.5127,68.3104,1.0
30,Improving,12,77.229,72.2742,1.0
30,Improving,13,71.3024,71.8423,1.0
30,Improving,14,83.0211,76.8107,1.0
30,Improving,15,79.1249,77.8392,1.0
30,Improving,16,79.1131,78.4054,1.0
30,Improving,17,91.4638,84.2091,1.0
30,Improving,18,91.4714,87.4368,1.0
30,Improving,19,89.5617,88.3812,1.0
30,Improving,20,100.0,93.5451,1.0
31,Improving,1,47.7967,47.7967,0.2
31,Improving,2,52.529,51.5825,0.4
31,Improving,3,56.0814,54.5818,0.6
31,Improving,4,54.0069,54.2533,0.8
31,Improving,5,61.8294,58.0413,1.0
31,Improving,6,59.1748,58.5451,1.0
31,Improving,7,62.1523,60.1483,1.0
31,Improving,8,73.3922,66.0345,1.0
31,Improving,9,63.7444,65.0167,1.0
31,Improving,10,59.2519,62.4546,1.0
31,Improving,11,81.7389,71.0254,1.0
31,Improving,12,88.7993,78.9249,1.0
31,Improving,13,76.3947,77.8004,1.0
31,Improving,14,71.1053,74.8248,1.0
31,Improving,15,81.6055,77.8384,1.0
31,Improving,16,84.0952,80.6192,1.0
31,Improving,17,86.9451,83.4307,1.0
31,Improving,18,84.6962,83.9932,1.0
31,Improving,19,95.5294,89.1204,1.0
31,Improving,20,97.6225,92.8991,1.0
